dt,place,temp_avg,temp_min,temp_max
10/22/2022,belgium,15.5,13.8,19.4
10/23/2022,belgium,16.5,13.8,20
10/24/2022,belgium,15.8,13,17.6
10/25/2022,belgium,14.2,12.5,17.8
10/26/2022,belgium,16.8,13,20.1
10/27/2022,belgium,17.9,14.5,22.1
10/28/2022,belgium,18.3,15.4,22.4
10/29/2022,belgium,18.6,14.1,25.5
10/30/2022,belgium,15.6,12.8,20.2
10/31/2022,belgium,14.5,10.4,19.5
11/1/2022,belgium,14.7,11.6,17.4
11/2/2022,belgium,12.6,10.4,15
11/3/2022,belgium,12.1,9.7,14.9
11/4/2022,belgium,8.9,6.5,11.4
11/5/2022,belgium,7.8,3.9,11.2
11/6/2022,belgium,9.8,7.7,11.3
11/7/2022,belgium,13,8.9,14.7
11/8/2022,belgium,13.6,10.9,15.5
11/9/2022,belgium,12.2,10.4,14.4
11/10/2022,belgium,10.9,8.7,15.1
11/11/2022,belgium,9.6,6.9,13.7
11/12/2022,belgium,10.2,5.6,17.2
11/13/2022,belgium,9.3,5,16.1
11/14/2022,belgium,5.8,3.3,10.1
11/15/2022,belgium,11.2,6.3,12.6
11/16/2022,belgium,10.2,8.2,12.3
11/17/2022,belgium,10.4,9.1,11.9
11/18/2022,belgium,8.9,7.1,10.9
11/19/2022,belgium,5.2,2.4,7.6
11/20/2022,belgium,5.6,2.3,8.3
11/21/2022,belgium,6.2,3.5,8.2
11/22/2022,belgium,6.7,4.3,8.9
11/23/2022,belgium,7.9,5.7,9.4
11/24/2022,belgium,9.2,7.2,11.6
11/25/2022,belgium,8.4,5.5,11.3
11/26/2022,belgium,6.8,3.9,11.1
11/27/2022,belgium,7.1,6.4,8.5
11/28/2022,belgium,8.2,4.6,9.4
11/29/2022,belgium,5,3.5,6
11/30/2022,belgium,5.4,4.2,7.1
12/1/2022,belgium,5.3,4.4,6.2
12/2/2022,belgium,3.5,1.6,5
12/3/2022,belgium,1.7,1.2,2.5
12/4/2022,belgium,0.8,0.2,1.3
12/5/2022,belgium,2.3,1,4
12/6/2022,belgium,5.1,3.2,6.6
12/7/2022,belgium,3.9,2.5,6.3
12/8/2022,belgium,2.3,-1.1,4.7
12/9/2022,belgium,-0.9,-2,0.2
12/10/2022,belgium,-1.4,-2.5,0.3
12/11/2022,belgium,0.2,-1.7,1.9
12/12/2022,belgium,-2.1,-4.5,2.5
12/13/2022,belgium,-2.7,-5.1,0.1
12/14/2022,belgium,-2.5,-5.5,0.2
12/15/2022,belgium,-3.1,-6.4,2.8
12/16/2022,belgium,-0.9,-4.7,2.4
12/17/2022,belgium,-3.4,-6.1,1.2
12/18/2022,belgium,-2.2,-6.3,1.7
12/19/2022,belgium,8.2,2.4,12.3
12/20/2022,belgium,10.5,9.6,12.3
12/21/2022,belgium,8.5,7.3,10.1
12/22/2022,belgium,9.8,8.3,10.9
12/23/2022,belgium,10.7,9.1,13.3
12/24/2022,belgium,10.1,9,11.8
12/25/2022,belgium,9.9,9,11.1
12/26/2022,belgium,7.7,3.5,10.9
12/27/2022,belgium,5.7,3.5,8
12/28/2022,belgium,8.9,6.5,11
12/29/2022,belgium,9.4,7.1,11.6
12/30/2022,belgium,8.7,5,13.9
12/31/2022,belgium,15.5,12.6,16.3
