dt,time_hr,place,price_actual
3/13/2022,15,germany,30.07
3/13/2022,16,germany,104.03
3/13/2022,17,germany,212.12
3/13/2022,18,germany,234.21
3/13/2022,19,germany,199.9
3/13/2022,20,germany,170.08
3/13/2022,21,germany,163.12
3/13/2022,22,germany,190.67
3/13/2022,23,germany,199.42
3/14/2022,0,germany,205.9
3/14/2022,1,germany,204.44
3/14/2022,2,germany,211.64
3/14/2022,3,germany,207.03
3/14/2022,4,germany,219.91
3/14/2022,5,germany,230.06
3/14/2022,6,germany,301.92
3/14/2022,7,germany,335.88
3/14/2022,8,germany,344.24
3/14/2022,9,germany,300.83
3/14/2022,10,germany,265.91
3/14/2022,11,germany,258.34
3/14/2022,12,germany,240.57
3/14/2022,13,germany,224.25
3/14/2022,14,germany,218.34
3/14/2022,15,germany,269.8
3/14/2022,16,germany,293.02
3/14/2022,17,germany,346.5
3/14/2022,18,germany,390.01
3/14/2022,19,germany,435.42
3/14/2022,20,germany,365.26
3/14/2022,21,germany,322.7
3/14/2022,22,germany,300.73
3/14/2022,23,germany,261.86
3/15/2022,0,germany,248.92
3/15/2022,1,germany,245.03
3/15/2022,2,germany,241.79
3/15/2022,3,germany,240.07
3/15/2022,4,germany,242.69
3/15/2022,5,germany,262.4
3/15/2022,6,germany,318.93
3/15/2022,7,germany,340.29
3/15/2022,8,germany,349.98
3/15/2022,9,germany,329.45
3/15/2022,10,germany,318.46
3/15/2022,11,germany,296.17
3/15/2022,12,germany,279.49
3/15/2022,13,germany,283.24
3/15/2022,14,germany,287.96
3/15/2022,15,germany,297.17
3/15/2022,16,germany,317.53
3/15/2022,17,germany,332.36
3/15/2022,18,germany,375
3/15/2022,19,germany,405.02
3/15/2022,20,germany,335.24
3/15/2022,21,germany,312.09
3/15/2022,22,germany,288.99
3/15/2022,23,germany,264.63
3/16/2022,0,germany,253.41
3/16/2022,1,germany,251.4
3/16/2022,2,germany,247.5
3/16/2022,3,germany,240.01
3/16/2022,4,germany,238.5
3/16/2022,5,germany,249.72
3/16/2022,6,germany,296.96
3/16/2022,7,germany,317.7
3/16/2022,8,germany,314
3/16/2022,9,germany,295.94
3/16/2022,10,germany,276.6
3/16/2022,11,germany,260.14
3/16/2022,12,germany,207.44
3/16/2022,13,germany,204.01
3/16/2022,14,germany,200.03
3/16/2022,15,germany,198.22
3/16/2022,16,germany,248.97
3/16/2022,17,germany,294.92
3/16/2022,18,germany,319.13
3/16/2022,19,germany,296.49
3/16/2022,20,germany,215.58
3/16/2022,21,germany,165.96
3/16/2022,22,germany,165.22
3/16/2022,23,germany,129.27
3/17/2022,0,germany,157.27
3/17/2022,1,germany,127.99
3/17/2022,2,germany,119.71
3/17/2022,3,germany,126.58
3/17/2022,4,germany,147.97
3/17/2022,5,germany,180
3/17/2022,6,germany,206.5
3/17/2022,7,germany,262.89
3/17/2022,8,germany,270
3/17/2022,9,germany,254.94
3/17/2022,10,germany,211.6
3/17/2022,11,germany,220.02
3/17/2022,12,germany,206.21
3/17/2022,13,germany,214.09
3/17/2022,14,germany,229.97
3/17/2022,15,germany,246.2
3/17/2022,16,germany,257.36
3/17/2022,17,germany,276.22
3/17/2022,18,germany,310.03
3/17/2022,19,germany,347.21
3/17/2022,20,germany,295.92
3/17/2022,21,germany,259.29
3/17/2022,22,germany,244.66
3/17/2022,23,germany,237.2
3/18/2022,0,germany,203.03
3/18/2022,1,germany,206.97
3/18/2022,2,germany,201.38
3/18/2022,3,germany,206.5
3/18/2022,4,germany,209.9
3/18/2022,5,germany,217.06
3/18/2022,6,germany,262.97
3/18/2022,7,germany,291.51
3/18/2022,8,germany,287.81
3/18/2022,9,germany,249.9
3/18/2022,10,germany,228.58
3/18/2022,11,germany,204.87
3/18/2022,12,germany,205.01
3/18/2022,13,germany,201.14
3/18/2022,14,germany,200.31
3/18/2022,15,germany,202.48
3/18/2022,16,germany,212.4
3/18/2022,17,germany,245.54
3/18/2022,18,germany,275.31
3/18/2022,19,germany,286.52
3/18/2022,20,germany,251.15
3/18/2022,21,germany,216.95
3/18/2022,22,germany,228.5
3/18/2022,23,germany,197.81
3/19/2022,0,germany,196.67
3/19/2022,1,germany,194.82
3/19/2022,2,germany,187.02
3/19/2022,3,germany,187
3/19/2022,4,germany,185.06
3/19/2022,5,germany,190.8
3/19/2022,6,germany,198.23
3/19/2022,7,germany,204.14
3/19/2022,8,germany,196.11
3/19/2022,9,germany,135.07
3/19/2022,10,germany,99.55
3/19/2022,11,germany,85.08
3/19/2022,12,germany,69.71
3/19/2022,13,germany,10
3/19/2022,14,germany,8.84
3/19/2022,15,germany,14.74
3/19/2022,16,germany,79
3/19/2022,17,germany,151.01
3/19/2022,18,germany,192.8
3/19/2022,19,germany,173.27
3/19/2022,20,germany,119.96
3/19/2022,21,germany,89.99
3/19/2022,22,germany,91.13
3/19/2022,23,germany,82.85
3/20/2022,0,germany,84.04
3/20/2022,1,germany,70.99
3/20/2022,2,germany,74.78
3/20/2022,3,germany,68.38
3/20/2022,4,germany,75.9
3/20/2022,5,germany,75.9
3/20/2022,6,germany,68.53
3/20/2022,7,germany,20.56
3/20/2022,8,germany,8.81
3/20/2022,9,germany,0.07
3/20/2022,10,germany,-0.1
3/20/2022,11,germany,-5.31
3/20/2022,12,germany,-16.81
3/20/2022,13,germany,-19.04
3/20/2022,14,germany,-13.35
3/20/2022,15,germany,-1.06
3/20/2022,16,germany,0.06
3/20/2022,17,germany,69.93
3/20/2022,18,germany,122.32
3/20/2022,19,germany,122.95
3/20/2022,20,germany,85.97
3/20/2022,21,germany,80.08
3/20/2022,22,germany,110.07
3/20/2022,23,germany,93.36
3/21/2022,0,germany,114.18
3/21/2022,1,germany,118.82
3/21/2022,2,germany,118.85
3/21/2022,3,germany,119
3/21/2022,4,germany,137.03
3/21/2022,5,germany,189.41
3/21/2022,6,germany,264
3/21/2022,7,germany,288
3/21/2022,8,germany,270.6
3/21/2022,9,germany,196.47
3/21/2022,10,germany,153.06
3/21/2022,11,germany,163.68
3/21/2022,12,germany,156.99
3/21/2022,13,germany,171.35
3/21/2022,14,germany,170.67
3/21/2022,15,germany,212.63
3/21/2022,16,germany,232.98
3/21/2022,17,germany,273.68
3/21/2022,18,germany,309.6
3/21/2022,19,germany,336.98
3/21/2022,20,germany,277.16
3/21/2022,21,germany,240.91
3/21/2022,22,germany,222.81
3/21/2022,23,germany,199.25
3/22/2022,0,germany,223
3/22/2022,1,germany,215
3/22/2022,2,germany,207
3/22/2022,3,germany,206.36
3/22/2022,4,germany,203
3/22/2022,5,germany,220.92
3/22/2022,6,germany,273.7
3/22/2022,7,germany,287.34
3/22/2022,8,germany,281.1
3/22/2022,9,germany,240.15
3/22/2022,10,germany,199.9
3/22/2022,11,germany,192.2
3/22/2022,12,germany,183.66
3/22/2022,13,germany,185.21
3/22/2022,14,germany,193.92
3/22/2022,15,germany,199.86
3/22/2022,16,germany,230.01
3/22/2022,17,germany,269.97
3/22/2022,18,germany,301.03
3/22/2022,19,germany,351
3/22/2022,20,germany,290.84
3/22/2022,21,germany,255.9
3/22/2022,22,germany,242.27
3/22/2022,23,germany,222.38
3/23/2022,0,germany,215.39
3/23/2022,1,germany,200.05
3/23/2022,2,germany,200.62
3/23/2022,3,germany,198.08
3/23/2022,4,germany,204.09
3/23/2022,5,germany,226.15
3/23/2022,6,germany,275.45
3/23/2022,7,germany,299.25
3/23/2022,8,germany,280.72
3/23/2022,9,germany,217.11
3/23/2022,10,germany,199.7
3/23/2022,11,germany,191.54
3/23/2022,12,germany,181.07
3/23/2022,13,germany,181.93
3/23/2022,14,germany,190.31
3/23/2022,15,germany,202.34
3/23/2022,16,germany,217.99
3/23/2022,17,germany,266.05
3/23/2022,18,germany,312.28
3/23/2022,19,germany,374.14
3/23/2022,20,germany,311.03
3/23/2022,21,germany,270
3/23/2022,22,germany,245.12
3/23/2022,23,germany,216.4
3/24/2022,0,germany,213.01
3/24/2022,1,germany,212.33
3/24/2022,2,germany,211.5
3/24/2022,3,germany,211.8
3/24/2022,4,germany,212.93
3/24/2022,5,germany,223.32
3/24/2022,6,germany,282.97
3/24/2022,7,germany,305.07
3/24/2022,8,germany,267.73
3/24/2022,9,germany,218.91
3/24/2022,10,germany,194.92
3/24/2022,11,germany,194.94
3/24/2022,12,germany,185.97
3/24/2022,13,germany,181.94
3/24/2022,14,germany,192.7
3/24/2022,15,germany,208.42
3/24/2022,16,germany,232.58
3/24/2022,17,germany,266.99
3/24/2022,18,germany,310.76
3/24/2022,19,germany,371.11
3/24/2022,20,germany,295.4
3/24/2022,21,germany,256.86
3/24/2022,22,germany,240.04
3/24/2022,23,germany,219.76
3/25/2022,0,germany,262.48
3/25/2022,1,germany,244.31
3/25/2022,2,germany,234.29
3/25/2022,3,germany,230.15
3/25/2022,4,germany,226.01
3/25/2022,5,germany,254.91
3/25/2022,6,germany,315
3/25/2022,7,germany,333.86
3/25/2022,8,germany,285.12
3/25/2022,9,germany,248.37
3/25/2022,10,germany,185.6
3/25/2022,11,germany,185.87
3/25/2022,12,germany,172.57
3/25/2022,13,germany,169.75
3/25/2022,14,germany,178.57
3/25/2022,15,germany,210
3/25/2022,16,germany,251.07
3/25/2022,17,germany,276.28
3/25/2022,18,germany,300.77
3/25/2022,19,germany,339.9
3/25/2022,20,germany,283.38
3/25/2022,21,germany,242.2
3/25/2022,22,germany,244.56
3/25/2022,23,germany,190.07
3/26/2022,0,germany,235.96
3/26/2022,1,germany,221.16
3/26/2022,2,germany,185.58
3/26/2022,3,germany,191.02
3/26/2022,4,germany,206.58
3/26/2022,5,germany,216.18
3/26/2022,6,germany,199.56
3/26/2022,7,germany,190.28
3/26/2022,8,germany,152.18
3/26/2022,9,germany,159.37
3/26/2022,10,germany,110.05
3/26/2022,11,germany,85.94
3/26/2022,12,germany,83.11
3/26/2022,13,germany,80.38
3/26/2022,14,germany,89.35
3/26/2022,15,germany,157.71
3/26/2022,16,germany,199.95
3/26/2022,17,germany,232.42
3/26/2022,18,germany,262.5
3/26/2022,19,germany,292.24
3/26/2022,20,germany,270.07
3/26/2022,21,germany,244.98
3/26/2022,22,germany,244.94
3/26/2022,23,germany,237.75
3/27/2022,0,germany,235
3/27/2022,1,germany,221.93
3/27/2022,2,germany,
3/27/2022,3,germany,214.02
3/27/2022,4,germany,212
3/27/2022,5,germany,211.09
3/27/2022,6,germany,210.31
3/27/2022,7,germany,214.03
3/27/2022,8,germany,214.08
3/27/2022,9,germany,214.07
3/27/2022,10,germany,205.02
3/27/2022,11,germany,194.4
3/27/2022,12,germany,161.5
3/27/2022,13,germany,89.9
3/27/2022,14,germany,77.97
3/27/2022,15,germany,92
3/27/2022,16,germany,141.59
3/27/2022,17,germany,194.83
3/27/2022,18,germany,220
3/27/2022,19,germany,263.02
3/27/2022,20,germany,281.68
3/27/2022,21,germany,265.63
3/27/2022,22,germany,251.59
3/27/2022,23,germany,228
3/28/2022,0,germany,196
3/28/2022,1,germany,192.04
3/28/2022,2,germany,189.45
3/28/2022,3,germany,194.89
3/28/2022,4,germany,195.01
3/28/2022,5,germany,208.62
3/28/2022,6,germany,274.95
3/28/2022,7,germany,316.95
3/28/2022,8,germany,313.95
3/28/2022,9,germany,266.98
3/28/2022,10,germany,224.94
3/28/2022,11,germany,204.14
3/28/2022,12,germany,173.87
3/28/2022,13,germany,163.51
3/28/2022,14,germany,130.99
3/28/2022,15,germany,161.5
3/28/2022,16,germany,170.68
3/28/2022,17,germany,197.56
3/28/2022,18,germany,260.31
3/28/2022,19,germany,304.62
3/28/2022,20,germany,274.06
3/28/2022,21,germany,252.61
3/28/2022,22,germany,229.53
3/28/2022,23,germany,220.54
3/29/2022,0,germany,209.83
3/29/2022,1,germany,210.18
3/29/2022,2,germany,208.96
3/29/2022,3,germany,210
3/29/2022,4,germany,209.87
3/29/2022,5,germany,225.27
3/29/2022,6,germany,270.27
3/29/2022,7,germany,302.12
3/29/2022,8,germany,318.74
3/29/2022,9,germany,299.9
3/29/2022,10,germany,278.48
3/29/2022,11,germany,275.94
3/29/2022,12,germany,236.43
3/29/2022,13,germany,230.85
3/29/2022,14,germany,223.52
3/29/2022,15,germany,222.41
3/29/2022,16,germany,228.01
3/29/2022,17,germany,246.53
3/29/2022,18,germany,280.04
3/29/2022,19,germany,302.49
3/29/2022,20,germany,297.67
3/29/2022,21,germany,260.04
3/29/2022,22,germany,237
3/29/2022,23,germany,219.84
3/30/2022,0,germany,233.07
3/30/2022,1,germany,228.86
3/30/2022,2,germany,229.61
3/30/2022,3,germany,229.08
3/30/2022,4,germany,232.33
3/30/2022,5,germany,242
3/30/2022,6,germany,283
3/30/2022,7,germany,315
3/30/2022,8,germany,346.91
3/30/2022,9,germany,328.11
3/30/2022,10,germany,302.07
3/30/2022,11,germany,312.56
3/30/2022,12,germany,295.99
3/30/2022,13,germany,272.89
3/30/2022,14,germany,278.3
3/30/2022,15,germany,266.52
3/30/2022,16,germany,256.34
3/30/2022,17,germany,269.81
3/30/2022,18,germany,294.7
3/30/2022,19,germany,309.97
3/30/2022,20,germany,285.73
3/30/2022,21,germany,253.36
3/30/2022,22,germany,240.52
3/30/2022,23,germany,197.92
3/31/2022,0,germany,200.66
3/31/2022,1,germany,204.29
3/31/2022,2,germany,195.02
3/31/2022,3,germany,181.93
3/31/2022,4,germany,186.3
3/31/2022,5,germany,200.69
3/31/2022,6,germany,270
3/31/2022,7,germany,305.76
3/31/2022,8,germany,324.23
3/31/2022,9,germany,271
3/31/2022,10,germany,250.75
3/31/2022,11,germany,219.54
3/31/2022,12,germany,203.92
3/31/2022,13,germany,193.43
3/31/2022,14,germany,190.8
3/31/2022,15,germany,185.62
3/31/2022,16,germany,184.96
3/31/2022,17,germany,188.01
3/31/2022,18,germany,200.01
3/31/2022,19,germany,229.49
3/31/2022,20,germany,199.08
3/31/2022,21,germany,164.35
3/31/2022,22,germany,150.64
3/31/2022,23,germany,120.08
4/1/2022,0,germany,111.72
4/1/2022,1,germany,99.64
4/1/2022,2,germany,94.48
4/1/2022,3,germany,99.59
4/1/2022,4,germany,109.02
4/1/2022,5,germany,140.01
4/1/2022,6,germany,178.63
4/1/2022,7,germany,200.03
4/1/2022,8,germany,208.47
4/1/2022,9,germany,200.35
4/1/2022,10,germany,193.08
4/1/2022,11,germany,181.14
4/1/2022,12,germany,171.94
4/1/2022,13,germany,159.91
4/1/2022,14,germany,147.1
4/1/2022,15,germany,140.82
4/1/2022,16,germany,142.33
4/1/2022,17,germany,172.4
4/1/2022,18,germany,191.7
4/1/2022,19,germany,205.96
4/1/2022,20,germany,200.19
4/1/2022,21,germany,174.92
4/1/2022,22,germany,167.85
4/1/2022,23,germany,151.86
4/2/2022,0,germany,112.01
4/2/2022,1,germany,125.01
4/2/2022,2,germany,131.72
4/2/2022,3,germany,140.54
4/2/2022,4,germany,131.79
4/2/2022,5,germany,145.07
4/2/2022,6,germany,135.84
4/2/2022,7,germany,168.06
4/2/2022,8,germany,190.3
4/2/2022,9,germany,192.15
4/2/2022,10,germany,169.77
4/2/2022,11,germany,166.94
4/2/2022,12,germany,160.63
4/2/2022,13,germany,132.18
4/2/2022,14,germany,120.6
4/2/2022,15,germany,128.45
4/2/2022,16,germany,137.45
4/2/2022,17,germany,171.27
4/2/2022,18,germany,227.6
4/2/2022,19,germany,259.15
4/2/2022,20,germany,241.63
4/2/2022,21,germany,210
4/2/2022,22,germany,206.14
4/2/2022,23,germany,189.38
4/3/2022,0,germany,199.08
4/3/2022,1,germany,193.08
4/3/2022,2,germany,195.76
4/3/2022,3,germany,194.44
4/3/2022,4,germany,195.55
4/3/2022,5,germany,193.82
4/3/2022,6,germany,190.88
4/3/2022,7,germany,192.6
4/3/2022,8,germany,197.24
4/3/2022,9,germany,182.07
4/3/2022,10,germany,180.76
4/3/2022,11,germany,179.13
4/3/2022,12,germany,174.2
4/3/2022,13,germany,119.64
4/3/2022,14,germany,97.07
4/3/2022,15,germany,104
4/3/2022,16,germany,121.39
4/3/2022,17,germany,132.21
4/3/2022,18,germany,177.39
4/3/2022,19,germany,211.79
4/3/2022,20,germany,204.95
4/3/2022,21,germany,179.74
4/3/2022,22,germany,177.45
4/3/2022,23,germany,155.03
4/4/2022,0,germany,118.63
4/4/2022,1,germany,91.81
4/4/2022,2,germany,88
4/4/2022,3,germany,81.56
4/4/2022,4,germany,87.49
4/4/2022,5,germany,91.6
4/4/2022,6,germany,133
4/4/2022,7,germany,120.6
4/4/2022,8,germany,101.16
4/4/2022,9,germany,87.6
4/4/2022,10,germany,74.54
4/4/2022,11,germany,68.27
4/4/2022,12,germany,40.08
4/4/2022,13,germany,30.98
4/4/2022,14,germany,25.6
4/4/2022,15,germany,37.56
4/4/2022,16,germany,47.24
4/4/2022,17,germany,69.78
4/4/2022,18,germany,69.93
4/4/2022,19,germany,74.86
4/4/2022,20,germany,74.52
4/4/2022,21,germany,69.96
4/4/2022,22,germany,72.98
4/4/2022,23,germany,50.09
4/5/2022,0,germany,23.53
4/5/2022,1,germany,30
4/5/2022,2,germany,35.09
4/5/2022,3,germany,42.35
4/5/2022,4,germany,74.53
4/5/2022,5,germany,83.97
4/5/2022,6,germany,163.27
4/5/2022,7,germany,220.07
4/5/2022,8,germany,232.03
4/5/2022,9,germany,229.51
4/5/2022,10,germany,227
4/5/2022,11,germany,230.09
4/5/2022,12,germany,214.24
4/5/2022,13,germany,222.98
4/5/2022,14,germany,208.49
4/5/2022,15,germany,222.97
4/5/2022,16,germany,224.41
4/5/2022,17,germany,262.21
4/5/2022,18,germany,278.24
4/5/2022,19,germany,309.93
4/5/2022,20,germany,277.91
4/5/2022,21,germany,226.47
4/5/2022,22,germany,189.65
4/5/2022,23,germany,163.64
4/6/2022,0,germany,112.87
4/6/2022,1,germany,140
4/6/2022,2,germany,126.56
4/6/2022,3,germany,121.67
4/6/2022,4,germany,126.59
4/6/2022,5,germany,118.48
4/6/2022,6,germany,165.6
4/6/2022,7,germany,177.84
4/6/2022,8,germany,175.3
4/6/2022,9,germany,159.36
4/6/2022,10,germany,95.69
4/6/2022,11,germany,74.86
4/6/2022,12,germany,77.8
4/6/2022,13,germany,74.73
4/6/2022,14,germany,71.98
4/6/2022,15,germany,74.75
4/6/2022,16,germany,74.81
4/6/2022,17,germany,126.26
4/6/2022,18,germany,165.54
4/6/2022,19,germany,178.43
4/6/2022,20,germany,171
4/6/2022,21,germany,132.42
4/6/2022,22,germany,109.11
4/6/2022,23,germany,60.37
4/7/2022,0,germany,73.02
4/7/2022,1,germany,67.74
4/7/2022,2,germany,59.64
4/7/2022,3,germany,67.58
4/7/2022,4,germany,73.58
4/7/2022,5,germany,74.13
4/7/2022,6,germany,74.5
4/7/2022,7,germany,90.03
4/7/2022,8,germany,113.23
4/7/2022,9,germany,77.35
4/7/2022,10,germany,71.93
4/7/2022,11,germany,71.94
4/7/2022,12,germany,77.38
4/7/2022,13,germany,70.38
4/7/2022,14,germany,70.15
4/7/2022,15,germany,73.35
4/7/2022,16,germany,74.82
4/7/2022,17,germany,80.91
4/7/2022,18,germany,82.06
4/7/2022,19,germany,94.41
4/7/2022,20,germany,79.56
4/7/2022,21,germany,65.45
4/7/2022,22,germany,69.19
4/7/2022,23,germany,27.35
4/8/2022,0,germany,2.02
4/8/2022,1,germany,1.03
4/8/2022,2,germany,1.02
4/8/2022,3,germany,2.47
4/8/2022,4,germany,8.58
4/8/2022,5,germany,44.51
4/8/2022,6,germany,95.37
4/8/2022,7,germany,147.26
4/8/2022,8,germany,150
4/8/2022,9,germany,87
4/8/2022,10,germany,81.85
4/8/2022,11,germany,86.54
4/8/2022,12,germany,88.19
4/8/2022,13,germany,91.41
4/8/2022,14,germany,130.77
4/8/2022,15,germany,166.11
4/8/2022,16,germany,186.11
4/8/2022,17,germany,202.31
4/8/2022,18,germany,229.9
4/8/2022,19,germany,267.77
4/8/2022,20,germany,259.04
4/8/2022,21,germany,221.8
4/8/2022,22,germany,189.8
4/8/2022,23,germany,159.98
4/9/2022,0,germany,119.25
4/9/2022,1,germany,110.6
4/9/2022,2,germany,92.51
4/9/2022,3,germany,83.22
4/9/2022,4,germany,79.12
4/9/2022,5,germany,76.14
4/9/2022,6,germany,76.56
4/9/2022,7,germany,88.15
4/9/2022,8,germany,82.9
4/9/2022,9,germany,69.72
4/9/2022,10,germany,25.14
4/9/2022,11,germany,5.04
4/9/2022,12,germany,-0.01
4/9/2022,13,germany,-0.28
4/9/2022,14,germany,-2.49
4/9/2022,15,germany,-0.1
4/9/2022,16,germany,-0.03
4/9/2022,17,germany,1.98
4/9/2022,18,germany,75.81
4/9/2022,19,germany,96.97
4/9/2022,20,germany,105
4/9/2022,21,germany,90.95
4/9/2022,22,germany,89.77
4/9/2022,23,germany,69.88
4/10/2022,0,germany,70.96
4/10/2022,1,germany,26.15
4/10/2022,2,germany,24.59
4/10/2022,3,germany,25.67
4/10/2022,4,germany,40.04
4/10/2022,5,germany,36.85
4/10/2022,6,germany,25.95
4/10/2022,7,germany,45.02
4/10/2022,8,germany,35.76
4/10/2022,9,germany,22.23
4/10/2022,10,germany,12.29
4/10/2022,11,germany,13
4/10/2022,12,germany,5.31
4/10/2022,13,germany,0.1
4/10/2022,14,germany,0.09
4/10/2022,15,germany,0.42
4/10/2022,16,germany,8.52
4/10/2022,17,germany,71.03
4/10/2022,18,germany,139.9
4/10/2022,19,germany,233.51
4/10/2022,20,germany,252.18
4/10/2022,21,germany,239.54
4/10/2022,22,germany,238.28
4/10/2022,23,germany,224.3
4/11/2022,0,germany,182.38
4/11/2022,1,germany,184.98
4/11/2022,2,germany,184.6
4/11/2022,3,germany,185.68
4/11/2022,4,germany,195.55
4/11/2022,5,germany,220.56
4/11/2022,6,germany,264.91
4/11/2022,7,germany,299.93
4/11/2022,8,germany,285.03
4/11/2022,9,germany,255
4/11/2022,10,germany,214.92
4/11/2022,11,germany,190.71
4/11/2022,12,germany,187.85
4/11/2022,13,germany,181.84
4/11/2022,14,germany,179.98
4/11/2022,15,germany,179.77
4/11/2022,16,germany,182.86
4/11/2022,17,germany,219.39
4/11/2022,18,germany,263.32
4/11/2022,19,germany,296.99
4/11/2022,20,germany,290.37
4/11/2022,21,germany,267.81
4/11/2022,22,germany,247.99
4/11/2022,23,germany,204.4
4/12/2022,0,germany,192.9
4/12/2022,1,germany,188.71
4/12/2022,2,germany,184.13
4/12/2022,3,germany,183
4/12/2022,4,germany,185.55
4/12/2022,5,germany,191.53
4/12/2022,6,germany,229.54
4/12/2022,7,germany,268.78
4/12/2022,8,germany,260.33
4/12/2022,9,germany,219.02
4/12/2022,10,germany,182.51
4/12/2022,11,germany,172.32
4/12/2022,12,germany,136.12
4/12/2022,13,germany,110.02
4/12/2022,14,germany,100.01
4/12/2022,15,germany,118.14
4/12/2022,16,germany,139.9
4/12/2022,17,germany,179.4
4/12/2022,18,germany,215.47
4/12/2022,19,germany,235.09
4/12/2022,20,germany,233.47
4/12/2022,21,germany,189.08
4/12/2022,22,germany,177.46
4/12/2022,23,germany,137.74
4/13/2022,0,germany,161.67
4/13/2022,1,germany,165.81
4/13/2022,2,germany,163.31
4/13/2022,3,germany,167.63
4/13/2022,4,germany,180.73
4/13/2022,5,germany,212.32
4/13/2022,6,germany,248.74
4/13/2022,7,germany,267.52
4/13/2022,8,germany,273.83
4/13/2022,9,germany,254.25
4/13/2022,10,germany,212.9
4/13/2022,11,germany,192.45
4/13/2022,12,germany,188.72
4/13/2022,13,germany,195.04
4/13/2022,14,germany,200.05
4/13/2022,15,germany,196
4/13/2022,16,germany,200.47
4/13/2022,17,germany,241.25
4/13/2022,18,germany,266.2
4/13/2022,19,germany,298.95
4/13/2022,20,germany,301.63
4/13/2022,21,germany,269.03
4/13/2022,22,germany,250
4/13/2022,23,germany,231.94
4/14/2022,0,germany,232.45
4/14/2022,1,germany,207.63
4/14/2022,2,germany,200.14
4/14/2022,3,germany,198.05
4/14/2022,4,germany,199.97
4/14/2022,5,germany,204.46
4/14/2022,6,germany,254
4/14/2022,7,germany,272.33
4/14/2022,8,germany,282.11
4/14/2022,9,germany,252.78
4/14/2022,10,germany,216.35
4/14/2022,11,germany,212.54
4/14/2022,12,germany,202.24
4/14/2022,13,germany,195.19
4/14/2022,14,germany,193.64
4/14/2022,15,germany,191.99
4/14/2022,16,germany,194.53
4/14/2022,17,germany,212.8
4/14/2022,18,germany,244.94
4/14/2022,19,germany,271.07
4/14/2022,20,germany,272.31
4/14/2022,21,germany,265.46
4/14/2022,22,germany,253.68
4/14/2022,23,germany,234.36
4/15/2022,0,germany,214.9
4/15/2022,1,germany,198.45
4/15/2022,2,germany,194.28
4/15/2022,3,germany,190.49
4/15/2022,4,germany,191.86
4/15/2022,5,germany,196.86
4/15/2022,6,germany,205.33
4/15/2022,7,germany,220.78
4/15/2022,8,germany,209.88
4/15/2022,9,germany,189.92
4/15/2022,10,germany,190.62
4/15/2022,11,germany,186.55
4/15/2022,12,germany,160.03
4/15/2022,13,germany,167.65
4/15/2022,14,germany,157.38
4/15/2022,15,germany,151.11
4/15/2022,16,germany,155.01
4/15/2022,17,germany,179.32
4/15/2022,18,germany,196.21
4/15/2022,19,germany,228.35
4/15/2022,20,germany,235.99
4/15/2022,21,germany,208.84
4/15/2022,22,germany,205.09
4/15/2022,23,germany,196.24
4/16/2022,0,germany,191.16
4/16/2022,1,germany,183.37
4/16/2022,2,germany,178
4/16/2022,3,germany,174.21
4/16/2022,4,germany,171.81
4/16/2022,5,germany,179.54
4/16/2022,6,germany,188.98
4/16/2022,7,germany,191.12
4/16/2022,8,germany,189.6
4/16/2022,9,germany,172.62
4/16/2022,10,germany,146.58
4/16/2022,11,germany,121.99
4/16/2022,12,germany,82.36
4/16/2022,13,germany,52.9
4/16/2022,14,germany,33.78
4/16/2022,15,germany,40.32
4/16/2022,16,germany,65.84
4/16/2022,17,germany,107.71
4/16/2022,18,germany,171.19
4/16/2022,19,germany,195.08
4/16/2022,20,germany,205.81
4/16/2022,21,germany,194.47
4/16/2022,22,germany,175.84
4/16/2022,23,germany,166.88
4/17/2022,0,germany,160.22
4/17/2022,1,germany,139.97
4/17/2022,2,germany,121.76
4/17/2022,3,germany,123.38
4/17/2022,4,germany,133.96
4/17/2022,5,germany,139.96
4/17/2022,6,germany,146.1
4/17/2022,7,germany,144.01
4/17/2022,8,germany,133.55
4/17/2022,9,germany,100
4/17/2022,10,germany,75.92
4/17/2022,11,germany,41.29
4/17/2022,12,germany,20.73
4/17/2022,13,germany,0.07
4/17/2022,14,germany,0
4/17/2022,15,germany,0.08
4/17/2022,16,germany,15
4/17/2022,17,germany,66.2
4/17/2022,18,germany,158.02
4/17/2022,19,germany,182.55
4/17/2022,20,germany,191.54
4/17/2022,21,germany,187.88
4/17/2022,22,germany,171.46
4/17/2022,23,germany,158.07
4/18/2022,0,germany,95.9
4/18/2022,1,germany,81
4/18/2022,2,germany,84
4/18/2022,3,germany,81
4/18/2022,4,germany,85.25
4/18/2022,5,germany,92.31
4/18/2022,6,germany,95.23
4/18/2022,7,germany,105
4/18/2022,8,germany,108.65
4/18/2022,9,germany,101.18
4/18/2022,10,germany,95.51
4/18/2022,11,germany,82.92
4/18/2022,12,germany,75.98
4/18/2022,13,germany,61.17
4/18/2022,14,germany,45
4/18/2022,15,germany,60.58
4/18/2022,16,germany,82.92
4/18/2022,17,germany,121.25
4/18/2022,18,germany,189.84
4/18/2022,19,germany,240.3
4/18/2022,20,germany,250.73
4/18/2022,21,germany,226.6
4/18/2022,22,germany,221.23
4/18/2022,23,germany,202
4/19/2022,0,germany,205
4/19/2022,1,germany,192.98
4/19/2022,2,germany,191.14
4/19/2022,3,germany,190.95
4/19/2022,4,germany,190
4/19/2022,5,germany,200.61
4/19/2022,6,germany,251.27
4/19/2022,7,germany,291.43
